,author,title,summary
51,"[('Haisu Guan'), ('Huanxin Yang'), ('Xinyu Wang'), ('Shengwei Han'), ('Yongge Liu'), ('Lianwen Jin'), ('Xiang Bai'), ('Yuliang Liu')]",Deciphering Oracle Bone Language with Diffusion Models,"Originating from China's Shang Dynasty approximately 3,000 years ago, the
Oracle Bone Script (OBS) is a cornerstone in the annals of linguistic history,
predating many established writing systems. Despite the discovery of thousands
of inscriptions, a vast expanse of OBS remains undeciphered, casting a veil of
mystery over this ancient language. The emergence of modern AI technologies
presents a novel frontier for OBS decipherment, challenging traditional NLP
methods that rely heavily on large textual corpora, a luxury not afforded by
historical languages. This paper introduces a novel approach by adopting image
generation techniques, specifically through the development of Oracle Bone
Script Decipher (OBSD). Utilizing a conditional diffusion-based strategy, OBSD
generates vital clues for decipherment, charting a new course for AI-assisted
analysis of ancient languages. To validate its efficacy, extensive experiments
were conducted on an oracle bone script dataset, with quantitative results
demonstrating the effectiveness of OBSD. Code and decipherment results will be
made available at https://github.com/guanhaisu/OBSD."
52,"[('Abdelrahman Zayed'), ('Goncalo Mordido'), ('Ioana Baldini'), ('Sarath Chandar')]",Why Don’t Prompt-Based Fairness Metrics Correlate?,"The widespread use of large language models has brought up essential
questions about the potential biases these models might learn. This led to the
development of several metrics aimed at evaluating and mitigating these biases.
In this paper, we first demonstrate that prompt-based fairness metrics exhibit
poor agreement, as measured by correlation, raising important questions about
the reliability of fairness assessment using prompts. Then, we outline six
relevant reasons why such a low correlation is observed across existing
metrics. Based on these insights, we propose a method called Correlated
Fairness Output (CAIRO) to enhance the correlation between fairness metrics.
CAIRO augments the original prompts of a given fairness metric by using several
pre-trained language models and then selects the combination of the augmented
prompts that achieves the highest correlation across metrics. We show a
significant improvement in Pearson correlation from 0.3 and 0.18 to 0.90 and
0.98 across metrics for gender and religion biases, respectively. Our code is
available at https://github.com/chandar-lab/CAIRO."
53,"[('Keqin Peng'), ('Liang Ding'), ('Yancheng Yuan'), ('Xuebo Liu'), ('Min Zhang'), ('Yuanxin Ouyang'), ('Dacheng Tao')]",Revisiting Demonstration Selection Strategies in In-Context Learning,"Large language models (LLMs) have shown an impressive ability to perform a
wide range of tasks using in-context learning (ICL), where a few examples are
used to describe a task to the model. However, the performance of ICL varies
significantly with the choice of demonstrations, and it is still unclear why
this happens or what factors will influence its choice. In this work, we first
revisit the factors contributing to this variance from both data and model
aspects, and find that the choice of demonstration is both data- and
model-dependent. We further proposed a data- and model-dependent demonstration
selection method, \textbf{TopK + ConE}, based on the assumption that
\textit{the performance of a demonstration positively correlates with its
contribution to the model's understanding of the test samples}, resulting in a
simple and effective recipe for ICL. Empirically, our method yields consistent
improvements in both language understanding and generation tasks with different
model scales. Further analyses confirm that, besides the generality and
stability under different circumstances, our method provides a unified
explanation for the effectiveness of previous methods. Code will be released."
54,"[('Mingyu Zheng'), ('Xinwei Feng'), ('Qingyi Si'), ('Qiaoqiao She'), ('Zheng Lin'), ('Wenbin Jiang'), ('Weiping Wang')]",Multimodal Table Understanding,"Although great progress has been made by previous table understanding methods
including recent approaches based on large language models (LLMs), they rely
heavily on the premise that given tables must be converted into a certain text
sequence (such as Markdown or HTML) to serve as model input. However, it is
difficult to access such high-quality textual table representations in some
real-world scenarios, and table images are much more accessible. Therefore, how
to directly understand tables using intuitive visual information is a crucial
and urgent challenge for developing more practical applications. In this paper,
we propose a new problem, multimodal table understanding, where the model needs
to generate correct responses to various table-related requests based on the
given table image. To facilitate both the model training and evaluation, we
construct a large-scale dataset named MMTab, which covers a wide spectrum of
table images, instructions and tasks. On this basis, we develop Table-LLaVA, a
generalist tabular multimodal large language model (MLLM), which significantly
outperforms recent open-source MLLM baselines on 23 benchmarks under held-in
and held-out settings. The code and data is available at this
https://github.com/SpursGoZmy/Table-LLaVA"
55,"[('Yuhao Wang'), ('Yusheng Liao'), ('Heyang Liu'), ('Hongcheng Liu'), ('Yu Wang'), ('Yanfeng Wang')]",MM-SAP: A Comprehensive Benchmark for Assessing Self-Awareness of Multimodal Large Language Models in Perception,"Recent advancements in Multimodal Large Language Models (MLLMs) have
demonstrated exceptional capabilities in visual perception and understanding.
However, these models also suffer from hallucinations, which limit their
reliability as AI systems. We believe that these hallucinations are partially
due to the models' struggle with understanding what they can and cannot
perceive from images, a capability we refer to as self-awareness in perception.
Despite its importance, this aspect of MLLMs has been overlooked in prior
studies. In this paper, we aim to define and evaluate the self-awareness of
MLLMs in perception. To do this, we first introduce the knowledge quadrant in
perception, which helps define what MLLMs know and do not know about images.
Using this framework, we propose a novel benchmark, the Self-Awareness in
Perception for MLLMs (MM-SAP), specifically designed to assess this capability.
We apply MM-SAP to a variety of popular MLLMs, offering a comprehensive
analysis of their self-awareness and providing detailed insights. The
experiment results reveal that current MLLMs possess limited self-awareness
capabilities, pointing to a crucial area for future advancement in the
development of trustworthy MLLMs. Code and data are available at
https://github.com/YHWmz/MM-SAP."
56,"[('Jinpeng Wang'), ('Bin Chen'), ('Qiang Zhang'), ('Zaiqiao Meng'), ('Shangsong Liang'), ('Shu-Tao Xia')]",Hyperspherical Multi-Prototype with Optimal Transport for Event Argument Extraction,"Deep quantization methods have shown high efficiency on large-scale image
retrieval. However, current models heavily rely on ground-truth information,
hindering the application of quantization in label-hungry scenarios. A more
realistic demand is to learn from inexhaustible uploaded images that are
associated with informal tags provided by amateur users. Though such sketchy
tags do not obviously reveal the labels, they actually contain useful semantic
information for supervising deep quantization. To this end, we propose
Weakly-Supervised Deep Hyperspherical Quantization (WSDHQ), which is the first
work to learn deep quantization from weakly tagged images. Specifically, 1) we
use word embeddings to represent the tags and enhance their semantic
information based on a tag correlation graph. 2) To better preserve semantic
information in quantization codes and reduce quantization error, we jointly
learn semantics-preserving embeddings and supervised quantizer on hypersphere
by employing a well-designed fusion layer and tailor-made loss functions.
Extensive experiments show that WSDHQ can achieve state-of-art performance on
weakly-supervised compact coding. Code is available at
https://github.com/gimpong/AAAI21-WSDHQ."
57,"[('Kanzhi Cheng'), ('Qiushi Sun'), ('Yougang Chu'), ('Fangzhi Xu'), ('Yantao Li'), ('Jianbing Zhang'), ('Zhiyong Wu')]",SeeClick: Harnessing GUI Grounding for Advanced Visual GUI Agents,"Graphical User Interface (GUI) agents are designed to automate complex tasks
on digital devices, such as smartphones and desktops. Most existing GUI agents
interact with the environment through extracted structured data, which can be
notably lengthy (e.g., HTML) and occasionally inaccessible (e.g., on desktops).
To alleviate this issue, we propose a novel visual GUI agent -- SeeClick, which
only relies on screenshots for task automation. In our preliminary study, we
have discovered a key challenge in developing visual GUI agents: GUI grounding
-- the capacity to accurately locate screen elements based on instructions. To
tackle this challenge, we propose to enhance SeeClick with GUI grounding
pre-training and devise a method to automate the curation of GUI grounding
data. Along with the efforts above, we have also created ScreenSpot, the first
realistic GUI grounding benchmark that encompasses mobile, desktop, and web
environments. After pre-training, SeeClick demonstrates significant improvement
in ScreenSpot over various baselines. Moreover, comprehensive evaluations on
three widely used benchmarks consistently support our finding that advancements
in GUI grounding directly correlate with enhanced performance in downstream GUI
agent tasks. The model, data and code are available at
https://github.com/njucckevin/SeeClick."
58,"[('Peiyi Wang'), ('Lei Li'), ('Liang Chen'), ('Zefan Cai'), ('Dawei Zhu'), ('Binghuai Lin'), ('Yunbo Cao'), ('Qi Liu'), ('Tianyu Liu'), ('Zhifang Sui')]",Large Language Models are not Fair Evaluators,"In this paper, we uncover a systematic bias in the evaluation paradigm of
adopting large language models~(LLMs), e.g., GPT-4, as a referee to score and
compare the quality of responses generated by candidate models. We find that
the quality ranking of candidate responses can be easily hacked by simply
altering their order of appearance in the context. This manipulation allows us
to skew the evaluation result, making one model appear considerably superior to
the other, e.g., Vicuna-13B could beat ChatGPT on 66 over 80 tested queries
with ChatGPT as an evaluator. To address this issue, we propose a calibration
framework with three simple yet effective strategies: 1) Multiple Evidence
Calibration, which requires the evaluator model to generate multiple evaluation
evidence before assigning ratings; 2) Balanced Position Calibration, which
aggregates results across various orders to determine the final score; 3)
Human-in-the-Loop Calibration, which introduces a balanced position diversity
entropy to measure the difficulty of each example and seeks human assistance
when needed. We also manually annotate the ""win/tie/lose"" outcomes of responses
from ChatGPT and Vicuna-13B in the Vicuna Benchmark's question prompt, and
extensive experiments demonstrate that our approach successfully mitigates
evaluation bias, resulting in closer alignment with human judgments. We release
our code and human annotation at \url{https://github.com/i-Eval/FairEval} to
facilitate future research."
59,"[('Jiazhan Feng'), ('Chongyang Tao'), ('Xiubo Geng'), ('Tao Shen'), ('Can Xu'), ('Guodong Long'), ('Dongyan Zhao'), ('Daxin Jiang')]",Synergistic Interplay between Search and Large Language Models for Information Retrieval,"Information retrieval (IR) plays a crucial role in locating relevant
resources from vast amounts of data, and its applications have evolved from
traditional knowledge bases to modern retrieval models (RMs). The emergence of
large language models (LLMs) has further revolutionized the IR field by
enabling users to interact with search systems in natural languages. In this
paper, we explore the advantages and disadvantages of LLMs and RMs,
highlighting their respective strengths in understanding user-issued queries
and retrieving up-to-date information. To leverage the benefits of both
paradigms while circumventing their limitations, we propose InteR, a novel
framework that facilitates information refinement through synergy between RMs
and LLMs. InteR allows RMs to expand knowledge in queries using LLM-generated
knowledge collections and enables LLMs to enhance prompt formulation using
retrieved documents. This iterative refinement process augments the inputs of
RMs and LLMs, leading to more accurate retrieval. Experiments on large-scale
retrieval benchmarks involving web search and low-resource retrieval tasks
demonstrate that InteR achieves overall superior zero-shot retrieval
performance compared to state-of-the-art methods, even those using relevance
judgment. Source code is available at https://github.com/Cyril-JZ/InteR"
60,"[('Jaavid Aktar Husain'), ('Raj Dabre'), ('Aswanth Kumar'), ('Jay Gala'), ('Thanmay Jayakumar'), ('Ratish Puduppully'), ('Anoop Kunchukuttan')]",RomanSetu: Efficiently unlocking multilingual capabilities of Large Language Models via Romanization,"This study addresses the challenge of extending Large Language Models (LLMs)
to non-English languages that use non-Roman scripts. We propose an approach
that utilizes the romanized form of text as an interface for LLMs,
hypothesizing that its frequent informal use and shared tokens with English
enhance cross-lingual alignment. Our approach involves the continual
pretraining of an English LLM like Llama 2 on romanized text of non-English,
non-Roman script languages, followed by instruction tuning on romanized data.
The results indicate that romanized text not only reduces token fertility by
2x-4x but also matches or outperforms native script representation across
various NLU, NLG, and MT tasks. Moreover, the embeddings computed on romanized
text exhibit closer alignment with their English translations than those from
the native script. Our approach presents a promising direction for leveraging
the power of English LLMs in languages traditionally underrepresented in NLP.
Our code is available on https://github.com/AI4Bharat/romansetu."
61,"[('Tianyu Chen'), ('Lin Li'), ('Liuchuan Zhu'), ('Zongyang Li'), ('Xueqing Liu'), ('Guangtai Liang'), ('Qianxiang Wang'), ('Tao Xie')]",VulLibGen: Generating Names of Vulnerability-Affected Packages via a Large Language Model,"Security practitioners maintain vulnerability reports (e.g., GitHub Advisory)
to help developers mitigate security risks. An important task for these
databases is automatically extracting structured information mentioned in the
report, e.g., the affected software packages, to accelerate the defense of the
vulnerability ecosystem.
  However, it is challenging for existing work on affected package
identification to achieve a high accuracy. One reason is that all existing work
focuses on relatively smaller models, thus they cannot harness the knowledge
and semantic capabilities of large language models.
  To address this limitation, we propose VulLibGen, the first method to use LLM
for affected package identification. In contrast to existing work, VulLibGen
proposes the novel idea to directly generate the affected package. To improve
the accuracy, VulLibGen employs supervised fine-tuning (SFT), retrieval
augmented generation (RAG) and a local search algorithm. The local search
algorithm is a novel postprocessing algorithm we introduce for reducing the
hallucination of the generated packages. Our evaluation results show that
VulLibGen has an average accuracy of 0.806 for identifying vulnerable packages
in the four most popular ecosystems in GitHub Advisory (Java, JS, Python, Go)
while the best average accuracy in previous work is 0.721. Additionally,
VulLibGen has high value to security practice: we submitted 60 <vulnerability,
affected package> pairs to GitHub Advisory (covers four ecosystems). 34 of them
have been accepted and merged and 20 are pending approval. Our code and dataset
can be found in the attachments."
62,"[('Yifei Wang'), ('Dizhan Xue'), ('Shengjie Zhang'), ('Shengsheng Qian')]",BadAgent: Inserting and Activating Backdoor Attacks in LLM Agents,"With the prosperity of large language models (LLMs), powerful LLM-based
intelligent agents have been developed to provide customized services with a
set of user-defined tools. State-of-the-art methods for constructing LLM agents
adopt trained LLMs and further fine-tune them on data for the agent task.
However, we show that such methods are vulnerable to our proposed backdoor
attacks named BadAgent on various agent tasks, where a backdoor can be embedded
by fine-tuning on the backdoor data. At test time, the attacker can manipulate
the deployed LLM agents to execute harmful operations by showing the trigger in
the agent input or environment. To our surprise, our proposed attack methods
are extremely robust even after fine-tuning on trustworthy data. Though
backdoor attacks have been studied extensively in natural language processing,
to the best of our knowledge, we could be the first to study them on LLM agents
that are more dangerous due to the permission to use external tools. Our work
demonstrates the clear risk of constructing LLM agents based on untrusted LLMs
or data. Our code is public at https://github.com/DPamK/BadAgent"
63,"[('Alena Fenogenova'), ('Artem Chervyakov'), ('Nikita Martynov'), ('Anastasia Kozlova'), ('Maria Tikhonova'), ('Albina Akhmetgareeva'), ('Anton Emelyanov'), ('Denis Shevelev'), ('Pavel Lebedev'), ('Leonid Sinev'), ('Ulyana Isaeva'), ('Katerina Kolomeytseva'), ('Daniil Moskovskiy'), ('Elizaveta Goncharova'), ('Nikita Savushkin'), ('Polina Mikhailova'), ('Denis Dimitrov'), ('Alexander Panchenko'), ('Sergei Markov')]",MERA: A Comprehensive LLM Evaluation in Russian,"Over the past few years, one of the most notable advancements in AI research
has been in foundation models (FMs), headlined by the rise of language models
(LMs). As the models' size increases, LMs demonstrate enhancements in
measurable aspects and the development of new qualitative features. However,
despite researchers' attention and the rapid growth in LM application, the
capabilities, limitations, and associated risks still need to be better
understood. To address these issues, we introduce an open Multimodal Evaluation
of Russian-language Architectures (MERA), a new instruction benchmark for
evaluating foundation models oriented towards the Russian language. The
benchmark encompasses 21 evaluation tasks for generative models in 11 skill
domains and is designed as a black-box test to ensure the exclusion of data
leakage. The paper introduces a methodology to evaluate FMs and LMs in zero-
and few-shot fixed instruction settings that can be extended to other
modalities. We propose an evaluation methodology, an open-source code base for
the MERA assessment, and a leaderboard with a submission system. We evaluate
open LMs as baselines and find that they are still far behind the human level.
We publicly release MERA to guide forthcoming research, anticipate
groundbreaking model features, standardize the evaluation procedure, and
address potential societal drawbacks."
64,"[('Feiteng Fang'), ('Yuelin Bai'), ('Shiwen Ni'), ('Min Yang'), ('Xiaojun Chen'), ('Ruifeng Xu')]",Enhancing Noise Robustness of Retrieval-Augmented Language Models with Adaptive Adversarial Training,"Large Language Models (LLMs) exhibit substantial capabilities yet encounter
challenges, including hallucination, outdated knowledge, and untraceable
reasoning processes. Retrieval-augmented generation (RAG) has emerged as a
promising solution, integrating knowledge from external databases to mitigate
these challenges. However, inappropriate retrieved passages can potentially
hinder the LLMs' capacity to generate comprehensive and high-quality responses.
Prior RAG studies on the robustness of retrieval noises often confine
themselves to a limited set of noise types, deviating from real-world retrieval
environments and limiting practical applicability. In this study, we initially
investigate retrieval noises and categorize them into three distinct types,
reflecting real-world environments. We analyze the impact of these various
retrieval noises on the robustness of LLMs. Subsequently, we propose a novel
RAG approach known as Retrieval-augmented Adaptive Adversarial Training (RAAT).
RAAT leverages adaptive adversarial training to dynamically adjust the model's
training process in response to retrieval noises. Concurrently, it employs
multi-task learning to ensure the model's capacity to internally recognize
noisy contexts. Extensive experiments demonstrate that the LLaMA-2 7B model
trained using RAAT exhibits significant improvements in F1 and EM scores under
diverse noise conditions. For reproducibility, we release our code and data at:
https://github.com/calubkk/RAAT."
65,"[('Wei Jie Yeo'), ('Ranjan Satapathy'), ('Rick Siow Mong Goh'), ('Erik Cambria')]",Prompted Aspect Key Point Analysis for Quantitative Review Summarization,"Prompt Engineering has garnered significant attention for enhancing the
performance of large language models across a multitude of tasks. Techniques
such as the Chain-of-Thought not only bolster task performance but also
delineate a clear trajectory of reasoning steps, offering a tangible form of
explanation for the audience. Prior works on interpretability assess the
reasoning chains yielded by Chain-of-Thought solely along a singular axis,
namely faithfulness. We present a comprehensive and multifaceted evaluation of
interpretability, examining not only faithfulness but also robustness and
utility across multiple commonsense reasoning benchmarks. Likewise, our
investigation is not confined to a single prompting technique; it expansively
covers a multitude of prevalent prompting techniques employed in large language
models, thereby ensuring a wide-ranging and exhaustive evaluation. In addition,
we introduce a simple interpretability alignment technique, termed
Self-Entailment-Alignment Chain-of-thought, that yields more than 70\%
improvements across multiple dimensions of interpretability. Code is available
at https://github.com/SenticNet/CoT_interpretability"
66,"[('Fei Zhu'), ('Xu-Yao Zhang'), ('Zhen Cheng'), ('Cheng-Lin Liu')]",Confidence is not Timeless: Modeling Temporal Validity for Rule-based Temporal Knowledge Graph Forecasting,"Reliable confidence estimation is a challenging yet fundamental requirement
in many risk-sensitive applications. However, modern deep neural networks are
often overconfident for their incorrect predictions, i.e., misclassified
samples from known classes, and out-of-distribution (OOD) samples from unknown
classes. In recent years, many confidence calibration and OOD detection methods
have been developed. In this paper, we find a general, widely existing but
actually-neglected phenomenon that most confidence estimation methods are
harmful for detecting misclassification errors. We investigate this problem and
reveal that popular calibration and OOD detection methods often lead to worse
confidence separation between correctly classified and misclassified examples,
making it difficult to decide whether to trust a prediction or not. Finally, we
propose to enlarge the confidence gap by finding flat minima, which yields
state-of-the-art failure prediction performance under various settings
including balanced, long-tailed, and covariate-shift classification scenarios.
Our study not only provides a strong baseline for reliable confidence
estimation but also acts as a bridge between understanding calibration, OOD
detection, and failure prediction. The code is available at
\url{https://github.com/Impression2805/FMFP}."
67,"[('Lei Kang'), ('Rubèn Tito'), ('Ernest Valveny'), ('Dimosthenis Karatzas')]",PAGED: A Benchmark for Procedural Graphs Extraction from Documents,"Documents are 2-dimensional carriers of written communication, and as such
their interpretation requires a multi-modal approach where textual and visual
information are efficiently combined. Document Visual Question Answering
(Document VQA), due to this multi-modal nature, has garnered significant
interest from both the document understanding and natural language processing
communities. The state-of-the-art single-page Document VQA methods show
impressive performance, yet in multi-page scenarios, these methods struggle.
They have to concatenate all pages into one large page for processing,
demanding substantial GPU resources, even for evaluation. In this work, we
propose a novel method and efficient training strategy for multi-page Document
VQA tasks. In particular, we employ a visual-only document representation,
leveraging the encoder from a document understanding model, Pix2Struct. Our
approach utilizes a self-attention scoring mechanism to generate relevance
scores for each document page, enabling the retrieval of pertinent pages. This
adaptation allows us to extend single-page Document VQA models to multi-page
scenarios without constraints on the number of pages during evaluation, all
with minimal demand for GPU resources. Our extensive experiments demonstrate
not only achieving state-of-the-art performance without the need for Optical
Character Recognition (OCR), but also sustained performance in scenarios
extending to documents of nearly 800 pages compared to a maximum of 20 pages in
the MP-DocVQA dataset. Our code is publicly available at
\url{https://github.com/leitro/SelfAttnScoring-MPDocVQA}."
68,"[('Ying Zhou'), ('Ben He'), ('Le Sun')]",Navigating the Shadows: Unveiling Effective Disturbances for Modern AI Content Detectors,"With the launch of ChatGPT, large language models (LLMs) have attracted
global attention. In the realm of article writing, LLMs have witnessed
extensive utilization, giving rise to concerns related to intellectual property
protection, personal privacy, and academic integrity. In response, AI-text
detection has emerged to distinguish between human and machine-generated
content. However, recent research indicates that these detection systems often
lack robustness and struggle to effectively differentiate perturbed texts.
Currently, there is a lack of systematic evaluations regarding detection
performance in real-world applications, and a comprehensive examination of
perturbation techniques and detector robustness is also absent. To bridge this
gap, our work simulates real-world scenarios in both informal and professional
writing, exploring the out-of-the-box performance of current detectors.
Additionally, we have constructed 12 black-box text perturbation methods to
assess the robustness of current detection models across various perturbation
granularities. Furthermore, through adversarial learning experiments, we
investigate the impact of perturbation data augmentation on the robustness of
AI-text detectors. We have released our code and data at
https://github.com/zhouying20/ai-text-detector-evaluation."
69,"[('Junyi Li'), ('Jie Chen'), ('Ruiyang Ren'), ('Xiaoxue Cheng'), ('Wayne Xin Zhao'), ('Jian-Yun Nie'), ('Ji-Rong Wen')]",The Dawn After the Dark: An Empirical Study on Factuality Hallucination in Large Language Models,"In the era of large language models (LLMs), hallucination (i.e., the tendency
to generate factually incorrect content) poses great challenge to trustworthy
and reliable deployment of LLMs in real-world applications. To tackle the LLM
hallucination, three key questions should be well studied: how to detect
hallucinations (detection), why do LLMs hallucinate (source), and what can be
done to mitigate them (mitigation). To address these challenges, this work
presents a systematic empirical study on LLM hallucination, focused on the the
three aspects of hallucination detection, source and mitigation. Specially, we
construct a new hallucination benchmark HaluEval 2.0, and designs a simple yet
effective detection method for LLM hallucination. Furthermore, we zoom into the
different training or utilization stages of LLMs and extensively analyze the
potential factors that lead to the LLM hallucination. Finally, we implement and
examine a series of widely used techniques to mitigate the hallucinations in
LLMs. Our work has led to several important findings to understand the
hallucination origin and mitigate the hallucinations in LLMs. Our code and data
can be accessed at https://github.com/RUCAIBox/HaluEval-2.0."
70,"[('Shih-Cheng Huang'), ('Pin-Zu Li'), ('Yu-Chi Hsu'), ('Kuang-Ming Chen'), ('Yu Tung Lin'), ('Shih-Kai Hsiao'), ('Richard Tzong-Han Tsai'), ('Hung-yi Lee')]",Chat Vector: A Simple Approach to Equip LLMs with Instruction Following and Model Alignment in New Languages,"Recently, the development of open-source large language models (LLMs) has
advanced rapidly. Nevertheless, due to data constraints, the capabilities of
most open-source LLMs are primarily focused on English. To address this issue,
we introduce the concept of $\textit{chat vector}$ to equip pre-trained
language models with instruction following and human value alignment via simple
model arithmetic. The chat vector is derived by subtracting the weights of a
pre-trained base model (e.g. LLaMA2) from those of its corresponding chat model
(e.g. LLaMA2-chat). By simply adding the chat vector to a continual pre-trained
model's weights, we can endow the model with chat capabilities in new languages
without the need for further training. Our empirical studies demonstrate the
superior efficacy of the chat vector from three different aspects: instruction
following, toxicity mitigation, and multi-turn dialogue. Moreover, to showcase
the adaptability of our approach, we extend our experiments to encompass
various languages, base models, and chat vectors. The results underscore the
chat vector's simplicity, effectiveness, and wide applicability, making it a
compelling solution for efficiently enabling conversational capabilities in
pre-trained language models. Our code is available at
https://github.com/aqweteddy/ChatVector."
71,"[('Zhanhui Zhou'), ('Jie Liu'), ('Zhichen Dong'), ('Jiaheng Liu'), ('Chao Yang'), ('Wanli Ouyang'), ('Yu Qiao')]",Emulated Disalignment: Safety Alignment for Large Language Models May Backfire!,"Large language models (LLMs) undergo safety alignment to ensure safe
conversations with humans. However, this paper introduces a training-free
attack method capable of reversing safety alignment, converting the outcomes of
stronger alignment into greater potential for harm by accessing only LLM output
token distributions. Specifically, our method achieves this reversal by
contrasting the output token distribution of a safety-aligned language model
(e.g., Llama-2-chat) against its pre-trained version (e.g., Llama-2), so that
the token predictions are shifted towards the opposite direction of safety
alignment. We name this method emulated disalignment (ED) because sampling from
this contrastive distribution provably emulates the result of fine-tuning to
minimize a safety reward. Our experiments with ED across three evaluation
datasets and four model families (Llama-1, Llama-2, Mistral, and Alpaca) show
that ED doubles the harmfulness of pre-trained models and outperforms strong
baselines, achieving the highest harmful rates in 43 out of 48 evaluation
subsets by a large margin. Eventually, given ED's reliance on language model
output token distributions, which particularly compromises open-source models,
our findings highlight the need to reassess the open accessibility of language
models, even if they have been safety-aligned. Code is available at
https://github.com/ZHZisZZ/emulated-disalignment."
72,"[('Yinya Huang'), ('Ruixin Hong'), ('Hongming Zhang'), ('Wei Shao'), ('Zhicheng Yang'), ('Dong Yu'), ('Changshui Zhang'), ('Xiaodan Liang'), ('Linqi Song')]",CLOMO: Counterfactual Logical Modification with Large Language Models,"In this study, we delve into the realm of counterfactual reasoning
capabilities of large language models (LLMs). Our primary objective is to
cultivate the counterfactual thought processes within LLMs and rigorously
assess these processes for their validity. Specifically, we introduce a novel
task, Counterfactual Logical Modification (CLOMO), and a high-quality
human-annotated benchmark. In this task, LLMs must adeptly alter a given
argumentative text to uphold a predetermined logical relationship. To
effectively evaluate a generation model's counterfactual capabilities, we
propose an innovative evaluation metric, the decomposed Self-Evaluation Score
(SES) to directly evaluate the natural language output of LLMs instead of
modeling the task as a multiple-choice problem. Analysis shows that the
proposed automatic metric aligns well with human preference. Our experimental
results show that while LLMs demonstrate a notable capacity for logical
counterfactual thinking, there remains a discernible gap between their current
abilities and human performance. Code and data are available at
https://github.com/Eleanor-H/CLOMO."
73,"[('Xianfu Cheng'), ('Hang Zhang'), ('Jian Yang'), ('Xiang Li'), ('Weixiao Zhou'), ('Kui Wu'), ('Fei Liu'), ('Wei Zhang'), ('Tao Sun'), ('Tongliang Li'), ('Zhoujun Li')]",Simple but Effective Compound Geometric Operations for Temporal Knowledge Graph Completion,"In the domain of document AI, semi-structured form parsing plays a crucial
role. This task leverages techniques from key information extraction (KIE),
dealing with inputs that range from plain text to intricate modal data
comprising images and structural layouts. The advent of pre-trained multimodal
models has driven the extraction of key information from form documents in
different formats such as PDFs and images. Nonetheless, the endeavor of form
parsing is still encumbered by notable challenges like subpar capabilities in
multi-lingual parsing and diminished recall in contexts rich in text and
visuals. In this work, we introduce a simple but effective \textbf{M}ultimodal
and \textbf{M}ultilingual semi-structured \textbf{FORM} \textbf{PARSER}
(\textbf{XFormParser}), which is anchored on a comprehensive pre-trained
language model and innovatively amalgamates semantic entity recognition (SER)
and relation extraction (RE) into a unified framework, enhanced by a novel
staged warm-up training approach that employs soft labels to significantly
refine form parsing accuracy without amplifying inference overhead.
Furthermore, we have developed a groundbreaking benchmark dataset, named
InDFormBench, catering specifically to the parsing requirements of multilingual
forms in various industrial contexts. Through rigorous testing on established
multilingual benchmarks and InDFormBench, XFormParser has demonstrated its
unparalleled efficacy, notably surpassing the state-of-the-art (SOTA) models in
RE tasks within language-specific setups by achieving an F1 score improvement
of up to 1.79\%. Our framework exhibits exceptionally improved performance
across tasks in both multi-language and zero-shot contexts when compared to
existing SOTA benchmarks. The code is publicly available at
https://github.com/zhbuaa0/layoutlmft."
74,"[('Tianqing Fang'), ('Zeming Chen'), ('Yangqiu Song'), ('Antoine Bosselut')]",Complex Reasoning over Logical Queries on Commonsense Knowledge Graphs,"Event commonsense reasoning requires the ability to reason about the
relationship between events, as well as infer implicit context underlying that
relationship. However, data scarcity makes it challenging for language models
to learn to generate commonsense inferences for contexts and questions
involving interactions between complex events. To address this demand, we
present COM2 (COMplex COMmonsense), a new dataset created by sampling multi-hop
logical queries (e.g., the joint effect or cause of both event A and B, or the
effect of the effect of event C) from an existing commonsense knowledge graph
(CSKG), and verbalizing them using handcrafted rules and large language models
into multiple-choice and text generation questions. Our experiments show that
language models trained on COM2 exhibit significant improvements in complex
reasoning ability, resulting in enhanced zero-shot performance in both
in-domain and out-of-domain tasks for question answering and generative
commonsense reasoning, without expensive human annotations. Code and data are
available at https://github.com/tqfang/complex-commonsense-reasoning."
75,"[('Florian Le Bronnec'), ('Alexandre Verine'), ('Benjamin Negrevergne'), ('Yann Chevaleyre'), ('Alexandre Allauzen')]",Exploring Precision and Recall to assess the quality and diversity of LLMs,"We introduce a novel evaluation framework for Large Language Models (LLMs)
such as \textsc{Llama-2} and \textsc{Mistral}, focusing on importing Precision
and Recall metrics from image generation to text generation. This approach
allows for a nuanced assessment of the quality and diversity of generated text
without the need for aligned corpora. By conducting a comprehensive evaluation
of state-of-the-art language models, the study reveals new insights into their
performance on open-ended generation tasks, which are not adequately captured
by traditional benchmarks. The findings highlight a trade-off between the
quality and diversity of generated samples, particularly when models are
fine-tuned on instruction dataset or with human feedback. This work extends the
toolkit for distribution-based NLP evaluation, offering insights into the
practical capabilities and challenges that current LLMs face in generating
diverse and high-quality text. We release our code and data."
