,author,title,summary
49,Qibin He,Prompting Multi-Modal Image Segmentation with Semantic Grouping,"Zero-shot anomaly detection (ZSAD) requires detection models trained using
auxiliary data to detect anomalies without any training sample in a target
dataset. It is a crucial task when training data is not accessible due to
various concerns, eg, data privacy, yet it is challenging since the models need
to generalize to anomalies across different domains where the appearance of
foreground objects, abnormal regions, and background features, such as
defects/tumors on different products/organs, can vary significantly. Recently
large pre-trained vision-language models (VLMs), such as CLIP, have
demonstrated strong zero-shot recognition ability in various vision tasks,
including anomaly detection. However, their ZSAD performance is weak since the
VLMs focus more on modeling the class semantics of the foreground objects
rather than the abnormality/normality in the images. In this paper we introduce
a novel approach, namely AnomalyCLIP, to adapt CLIP for accurate ZSAD across
different domains. The key insight of AnomalyCLIP is to learn object-agnostic
text prompts that capture generic normality and abnormality in an image
regardless of its foreground objects. This allows our model to focus on the
abnormal image regions rather than the object semantics, enabling generalized
normality and abnormality recognition on diverse types of objects. Large-scale
experiments on 17 real-world anomaly detection datasets show that AnomalyCLIP
achieves superior zero-shot performance of detecting and segmenting anomalies
in datasets of highly diverse class semantics from various defect inspection
and medical imaging domains. Code will be made available at
https://github.com/zqhang/AnomalyCLIP."
50,Congzhi Zhang; Linhai Zhang; Deyu Zhou,Causal Walk: Debiasing Multi-Hop Fact Verification with Front-Door Adjustment,"Conventional multi-hop fact verification models are prone to rely on spurious
correlations from the annotation artifacts, leading to an obvious performance
decline on unbiased datasets. Among the various debiasing works, the causal
inference-based methods become popular by performing theoretically guaranteed
debiasing such as casual intervention or counterfactual reasoning. However,
existing causal inference-based debiasing methods, which mainly formulate fact
verification as a single-hop reasoning task to tackle shallow bias patterns,
cannot deal with the complicated bias patterns hidden in multiple hops of
evidence. To address the challenge, we propose Causal Walk, a novel method for
debiasing multi-hop fact verification from a causal perspective with front-door
adjustment. Specifically, in the structural causal model, the reasoning path
between the treatment (the input claim-evidence graph) and the outcome (the
veracity label) is introduced as the mediator to block the confounder. With the
front-door adjustment, the causal effect between the treatment and the outcome
is decomposed into the causal effect between the treatment and the mediator,
which is estimated by applying the idea of random walk, and the causal effect
between the mediator and the outcome, which is estimated with normalized
weighted geometric mean approximation. To investigate the effectiveness of the
proposed method, an adversarial multi-hop fact verification dataset and a
symmetric multi-hop fact verification dataset are proposed with the help of the
large language model. Experimental results show that Causal Walk outperforms
some previous debiasing methods on both existing datasets and the newly
constructed datasets. Code and data will be released at
https://github.com/zcccccz/CausalWalk."
51,Chao Chen; Jie Liu; Chang Zhou; Jie Tang; Gangshan Wu,Sketch and Refine: Towards Fast and Accurate Lane Detection,"Lane detection is to determine the precise location and shape of lanes on the
road. Despite efforts made by current methods, it remains a challenging task
due to the complexity of real-world scenarios. Existing approaches, whether
proposal-based or keypoint-based, suffer from depicting lanes effectively and
efficiently. Proposal-based methods detect lanes by distinguishing and
regressing a collection of proposals in a streamlined top-down way, yet lack
sufficient flexibility in lane representation. Keypoint-based methods, on the
other hand, construct lanes flexibly from local descriptors, which typically
entail complicated post-processing. In this paper, we present a
""Sketch-and-Refine"" paradigm that utilizes the merits of both keypoint-based
and proposal-based methods. The motivation is that local directions of lanes
are semantically simple and clear. At the ""Sketch"" stage, local directions of
keypoints can be easily estimated by fast convolutional layers. Then we can
build a set of lane proposals accordingly with moderate accuracy. At the
""Refine"" stage, we further optimize these proposals via a novel Lane Segment
Association Module (LSAM), which allows adaptive lane segment adjustment. Last
but not least, we propose multi-level feature integration to enrich lane
feature representations more efficiently. Based on the proposed ""Sketch and
Refine"" paradigm, we propose a fast yet effective lane detector dubbed
""SRLane"". Experiments show that our SRLane can run at a fast speed (i.e., 278
FPS) while yielding an F1 score of 78.9\%. The source code is available at:
https://github.com/passerer/SRLane."
52,"Seungjun An; Seonghoon Park; Gyeongnyeon Kim; Jeongyeol Baek;
Byeongwon Lee; Seungryong Kim",Context Enhanced Transformer for Single Image Object Detection in Video Data,"With the increasing importance of video data in real-world applications,
there is a rising need for efficient object detection methods that utilize
temporal information. While existing video object detection (VOD) techniques
employ various strategies to address this challenge, they typically depend on
locally adjacent frames or randomly sampled images within a clip. Although
recent Transformer-based VOD methods have shown promising results, their
reliance on multiple inputs and additional network complexity to incorporate
temporal information limits their practical applicability. In this paper, we
propose a novel approach to single image object detection, called Context
Enhanced TRansformer (CETR), by incorporating temporal context into DETR using
a newly designed memory module. To efficiently store temporal information, we
construct a class-wise memory that collects contextual information across data.
Additionally, we present a classification-based sampling technique to
selectively utilize the relevant memory for the current image. In the testing,
We introduce a test-time memory adaptation method that updates individual
memory functions by considering the test distribution. Experiments with CityCam
and ImageNet VID datasets exhibit the efficiency of the framework on various
video systems. The project page and code will be made available at:
https://ku-cvlab.github.io/CETR."
53,Khoi Le; Trinh Pham; Tho Quan; Anh Tuan Luu,"LAMPAT: Low-Rank Adaption for Multilingual Paraphrasing Using Adversarial
Training","Paraphrases are texts that convey the same meaning while using different
words or sentence structures. It can be used as an automatic data augmentation
tool for many Natural Language Processing tasks, especially when dealing with
low-resource languages, where data shortage is a significant problem. To
generate a paraphrase in multilingual settings, previous studies have leveraged
the knowledge from the machine translation field, i.e., forming a paraphrase
through zero-shot machine translation in the same language. Despite good
performance on human evaluation, those methods still require parallel
translation datasets, thus making them inapplicable to languages that do not
have parallel corpora. To mitigate that problem, we proposed the first
unsupervised multilingual paraphrasing model, LAMPAT ($\textbf{L}$ow-rank
$\textbf{A}$daptation for $\textbf{M}$ultilingual $\textbf{P}$araphrasing using
$\textbf{A}$dversarial $\textbf{T}$raining), by which monolingual dataset is
sufficient enough to generate a human-like and diverse sentence. Throughout the
experiments, we found out that our method not only works well for English but
can generalize on unseen languages as well. Data and code are available at
https://github.com/VinAIResearch/LAMPAT."
54,"Haimei Zhao; Qiming Zhang; Shanshan Zhao; Zhe Chen; Jing Zhang;
Dacheng Tao",SimDistill: Simulated Multi-Modal Distillation for BEV 3D Object Detection,"Multi-view camera-based 3D object detection has become popular due to its low
cost, but accurately inferring 3D geometry solely from camera data remains
challenging and may lead to inferior performance. Although distilling precise
3D geometry knowledge from LiDAR data could help tackle this challenge, the
benefits of LiDAR information could be greatly hindered by the significant
modality gap between different sensory modalities. To address this issue, we
propose a Simulated multi-modal Distillation (SimDistill) method by carefully
crafting the model architecture and distillation strategy. Specifically, we
devise multi-modal architectures for both teacher and student models, including
a LiDAR-camera fusion-based teacher and a simulated fusion-based student. Owing
to the ``identical'' architecture design, the student can mimic the teacher to
generate multi-modal features with merely multi-view images as input, where a
geometry compensation module is introduced to bridge the modality gap.
Furthermore, we propose a comprehensive multi-modal distillation scheme that
supports intra-modal, cross-modal, and multi-modal fusion distillation
simultaneously in the Bird's-eye-view space. Incorporating them together, our
SimDistill can learn better feature representations for 3D object detection
while maintaining a cost-effective camera-only deployment. Extensive
experiments validate the effectiveness and superiority of SimDistill over
state-of-the-art methods, achieving an improvement of 4.8\% mAP and 4.1\% NDS
over the baseline detector. The source code will be released at
https://github.com/ViTAE-Transformer/SimDistill."
55,"Cheng-Ming Lin; Ching Chang; Wei-Yao Wang; Kuang-Da Wang; Wen-
Chih Peng",Root Cause Analysis in Microservice Using Neural Granger Causal Disocvery,"In recent years, microservices have gained widespread adoption in IT
operations due to their scalability, maintenance, and flexibility. However, it
becomes challenging for site reliability engineers (SREs) to pinpoint the root
cause due to the complex relationships in microservices when facing system
malfunctions. Previous research employed structured learning methods (e.g.,
PC-algorithm) to establish causal relationships and derive root causes from
causal graphs. Nevertheless, they ignored the temporal order of time series
data and failed to leverage the rich information inherent in the temporal
relationships. For instance, in cases where there is a sudden spike in CPU
utilization, it can lead to an increase in latency for other microservices.
However, in this scenario, the anomaly in CPU utilization occurs before the
latency increase, rather than simultaneously. As a result, the PC-algorithm
fails to capture such characteristics. To address these challenges, we propose
RUN, a novel approach for root cause analysis using neural Granger causal
discovery with contrastive learning. RUN enhances the backbone encoder by
integrating contextual information from time series, and leverages a time
series forecasting model to conduct neural Granger causal discovery. In
addition, RUN incorporates Pagerank with a personalization vector to
efficiently recommend the top-k root causes. Extensive experiments conducted on
the synthetic and real-world microservice-based datasets demonstrate that RUN
noticeably outperforms the state-of-the-art root cause analysis methods.
Moreover, we provide an analysis scenario for the sock-shop case to showcase
the practicality and efficacy of RUN in microservice-based applications. Our
code is publicly available at https://github.com/zmlin1998/RUN."
56,Han Zhao; Xu Yang; Cheng Deng; Junchi Yan,Dynamic Reactive Spiking Graph Neural Network,"A main concern in cognitive neuroscience is to decode the overt neural spike
train observations and infer latent representations under neural circuits.
However, traditional methods entail strong prior on network structure and
hardly meet the demand for real spike data. Here we propose a novel neural
network approach called Neuron Activation Network that extracts neural
information explicitly from single trial neuron population spike trains. Our
proposed method consists of a spatiotemporal learning procedure on sensory
environment and a message passing mechanism on population graph, followed by a
neuron activation process in a recursive fashion. Our model is aimed to
reconstruct neuron information while inferring representations of neuron
spiking states. We apply our model to retinal ganglion cells and the
experimental results suggest that our model holds a more potent capability in
generating neural spike sequences with high fidelity than the state-of-the-art
methods, as well as being more expressive and having potential to disclose
latent spiking mechanism. The source code will be released with the final
paper."
57,Yuting Ma; Yuanzhi Yao; Xiaohua Xu,"PPIDSG: A Privacy-Preserving Image Distribution Sharing Scheme with GAN in
Federated Learning","Federated learning (FL) has attracted growing attention since it allows for
privacy-preserving collaborative training on decentralized clients without
explicitly uploading sensitive data to the central server. However, recent
works have revealed that it still has the risk of exposing private data to
adversaries. In this paper, we conduct reconstruction attacks and enhance
inference attacks on various datasets to better understand that sharing trained
classification model parameters to a central server is the main problem of
privacy leakage in FL. To tackle this problem, a privacy-preserving image
distribution sharing scheme with GAN (PPIDSG) is proposed, which consists of a
block scrambling-based encryption algorithm, an image distribution sharing
method, and local classification training. Specifically, our method can capture
the distribution of a target image domain which is transformed by the block
encryption algorithm, and upload generator parameters to avoid classifier
sharing with negligible influence on model performance. Furthermore, we apply a
feature extractor to motivate model utility and train it separately from the
classifier. The extensive experimental results and security analyses
demonstrate the superiority of our proposed scheme compared to other
state-of-the-art defense methods. The code is available at
https://github.com/ytingma/PPIDSG."
58,Zijian Min; Gundu Mohamed Hassan; Geun-Sik Jo,Robust Blind Text Image Deblurring via Maximum Consensus Framework,"This study addresses an image-matching problem in challenging cases, such as
large scene variations or textureless scenes. To gain robustness to such
situations, most previous studies have attempted to encode the global contexts
of a scene via graph neural networks or transformers. However, these contexts
do not explicitly represent high-level contextual information, such as
structural shapes or semantic instances; therefore, the encoded features are
still not sufficiently discriminative in challenging scenes. We propose a novel
image-matching method that applies a topic-modeling strategy to encode
high-level contexts in images. The proposed method trains latent semantic
instances called topics. It explicitly models an image as a multinomial
distribution of topics, and then performs probabilistic feature matching. This
approach improves the robustness of matching by focusing on the same semantic
areas between the images. In addition, the inferred topics provide
interpretability for matching the results, making our method explainable.
Extensive experiments on outdoor and indoor datasets show that our method
outperforms other state-of-the-art methods, particularly in challenging cases.
The code is available at https://github.com/TruongKhang/TopicFM."
59,Yuhao Huang; Sanping Zhou; Junjie Zhang; Jinpeng Dong; Nanning Zheng,"Voxel or Pillar: Exploring Efficient Point Cloud Representation for 3D Object
Detection","Efficient representation of point clouds is fundamental for LiDAR-based 3D
object detection. While recent grid-based detectors often encode point clouds
into either voxels or pillars, the distinctions between these approaches remain
underexplored. In this paper, we quantify the differences between the current
encoding paradigms and highlight the limited vertical learning within. To
tackle these limitations, we introduce a hybrid Voxel-Pillar Fusion network
(VPF), which synergistically combines the unique strengths of both voxels and
pillars. Specifically, we first develop a sparse voxel-pillar encoder that
encodes point clouds into voxel and pillar features through 3D and 2D sparse
convolutions respectively, and then introduce the Sparse Fusion Layer (SFL),
facilitating bidirectional interaction between sparse voxel and pillar
features. Our efficient, fully sparse method can be seamlessly integrated into
both dense and sparse detectors. Leveraging this powerful yet straightforward
framework, VPF delivers competitive performance, achieving real-time inference
speeds on the nuScenes and Waymo Open Dataset. The code will be available."
60,Sen Xu; Shikui Wei; Tao Ruan; Lixin Liao,Learning Invariant Inter-pixel Correlations for Superpixel Generation,"Deep superpixel algorithms have made remarkable strides by substituting
hand-crafted features with learnable ones. Nevertheless, we observe that
existing deep superpixel methods, serving as mid-level representation
operations, remain sensitive to the statistical properties (e.g., color
distribution, high-level semantics) embedded within the training dataset.
Consequently, learnable features exhibit constrained discriminative capability,
resulting in unsatisfactory pixel grouping performance, particularly in
untrainable application scenarios. To address this issue, we propose the
Content Disentangle Superpixel (CDS) algorithm to selectively separate the
invariant inter-pixel correlations and statistical properties, i.e., style
noise. Specifically, We first construct auxiliary modalities that are
homologous to the original RGB image but have substantial stylistic variations.
Then, driven by mutual information, we propose the local-grid correlation
alignment across modalities to reduce the distribution discrepancy of
adaptively selected features and learn invariant inter-pixel correlations.
Afterwards, we perform global-style mutual information minimization to enforce
the separation of invariant content and train data styles. The experimental
results on four benchmark datasets demonstrate the superiority of our approach
to existing state-of-the-art methods, regarding boundary adherence,
generalization, and efficiency. Code and pre-trained model are available at
https://github.com/rookiie/CDSpixel."
61,Haisong Gong; Weizhi Xu; Shu Wu; Qiang Liu; Liang Wang,Heterogeneous Graph Reasoning for Fact Checking over Texts and Tables,"Fact checking aims to predict claim veracity by reasoning over multiple
evidence pieces. It usually involves evidence retrieval and veracity reasoning.
In this paper, we focus on the latter, reasoning over unstructured text and
structured table information. Previous works have primarily relied on
fine-tuning pretrained language models or training homogeneous-graph-based
models. Despite their effectiveness, we argue that they fail to explore the
rich semantic information underlying the evidence with different structures. To
address this, we propose a novel word-level Heterogeneous-graph-based model for
Fact Checking over unstructured and structured information, namely HeterFC. Our
approach leverages a heterogeneous evidence graph, with words as nodes and
thoughtfully designed edges representing different evidence properties. We
perform information propagation via a relational graph neural network,
facilitating interactions between claims and evidence. An attention-based
method is utilized to integrate information, combined with a language model for
generating predictions. We introduce a multitask loss function to account for
potential inaccuracies in evidence retrieval. Comprehensive experiments on the
large fact checking dataset FEVEROUS demonstrate the effectiveness of HeterFC.
Code will be released at: https://github.com/Deno-V/HeterFC."
62,Wang Liu; Wei Gao; Xingming Mu,"Fast Inter-frame Motion Prediction for Compressed Dynamic Point Cloud
Attribute Enhancement","It is proposed a new method of compressing laser pulse by fast extending
plasma gratings(FEPG), which is created by ionizing the hypersound wave
generated by stimulated Brillouin scattering(SBS) in the background gas.
Ionized by a short laser pulse, the phonon forms a light-velocity FEPG to fully
reflect a resonant pump laser. As the reflecting surface moves with a light
velocity, the reflected pulse is temporally overlapped and compressed. This
regime is supported by the simulation results of a fully kinetic
particle-in-cell(PIC) code Opic with a laser wavelength of 1um, displaying a
pump pulse is compressed from 13ps to a few cycles(7.2fs), with an efficiency
close to 80%. It is a promising method to produce critical laser powers due to
several features: high efficiency without a linear stage, robustness to plasma
instabilities, no seed and a wide range of pump intensity."
63,Jiazhi Guan; Yi Zhao; Zhuoer Xu; Changhua Meng; Ke Xu; Youjian Zhao,Adversarial Robust Safeguard for Evading Deep Facial Manipulation,"Unlearnable example attacks are data poisoning techniques that can be used to
safeguard public data against unauthorized use for training deep learning
models. These methods add stealthy perturbations to the original image, thereby
making it difficult for deep learning models to learn from these training data
effectively. Current research suggests that adversarial training can, to a
certain degree, mitigate the impact of unlearnable example attacks, while
common data augmentation methods are not effective against such poisons.
Adversarial training, however, demands considerable computational resources and
can result in non-trivial accuracy loss. In this paper, we introduce the
UEraser method, which outperforms current defenses against different types of
state-of-the-art unlearnable example attacks through a combination of effective
data augmentation policies and loss-maximizing adversarial augmentations. In
stark contrast to the current SOTA adversarial training methods, UEraser uses
adversarial augmentations, which extends beyond the confines of $ \ell_p $
perturbation budget assumed by current unlearning attacks and defenses. It also
helps to improve the model's generalization ability, thus protecting against
accuracy loss. UEraser wipes out the unlearning effect with error-maximizing
data augmentations, thus restoring trained model accuracies. Interestingly,
UEraser-Lite, a fast variant without adversarial augmentations, is also highly
effective in preserving clean accuracies. On challenging unlearnable CIFAR-10,
CIFAR-100, SVHN, and ImageNet-subset datasets produced with various attacks, it
achieves results that are comparable to those obtained during clean training.
We also demonstrate its efficacy against possible adaptive attacks. Our code is
open source and available to the deep learning community:
https://github.com/lafeat/ueraser."
64,Pengfei Zhu; Qian Wang; Yu Wang; Jialu Li; Qinghua Hu,"Every Node Is Different: Dynamically Fusing Self-Supervised Tasks for Attributed
Graph Clustering","Attributed graph clustering is an unsupervised task that partitions nodes
into different groups. Self-supervised learning (SSL) shows great potential in
handling this task, and some recent studies simultaneously learn multiple SSL
tasks to further boost performance. Currently, different SSL tasks are assigned
the same set of weights for all graph nodes. However, we observe that some
graph nodes whose neighbors are in different groups require significantly
different emphases on SSL tasks. In this paper, we propose to dynamically learn
the weights of SSL tasks for different nodes and fuse the embeddings learned
from different SSL tasks to boost performance. We design an innovative graph
clustering approach, namely Dynamically Fusing Self-Supervised Learning
(DyFSS). Specifically, DyFSS fuses features extracted from diverse SSL tasks
using distinct weights derived from a gating network. To effectively learn the
gating network, we design a dual-level self-supervised strategy that
incorporates pseudo labels and the graph structure. Extensive experiments on
five datasets show that DyFSS outperforms the state-of-the-art multi-task SSL
methods by up to 8.66% on the accuracy metric. The code of DyFSS is available
at: https://github.com/q086/DyFSS."
65,Junjia Huang; Haofeng Li; Xiang Wan; Guanbin Li,UniCell: Universal Cell Nucleus Classification via Prompt Learning,"The recognition of multi-class cell nuclei can significantly facilitate the
process of histopathological diagnosis. Numerous pathological datasets are
currently available, but their annotations are inconsistent. Most existing
methods require individual training on each dataset to deduce the relevant
labels and lack the use of common knowledge across datasets, consequently
restricting the quality of recognition. In this paper, we propose a universal
cell nucleus classification framework (UniCell), which employs a novel prompt
learning mechanism to uniformly predict the corresponding categories of
pathological images from different dataset domains. In particular, our
framework adopts an end-to-end architecture for nuclei detection and
classification, and utilizes flexible prediction heads for adapting various
datasets. Moreover, we develop a Dynamic Prompt Module (DPM) that exploits the
properties of multiple datasets to enhance features. The DPM first integrates
the embeddings of datasets and semantic categories, and then employs the
integrated prompts to refine image representations, efficiently harvesting the
shared knowledge among the related cell types and data sources. Experimental
results demonstrate that the proposed method effectively achieves the
state-of-the-art results on four nucleus detection and classification
benchmarks. Code and models are available at https://github.com/lhaof/UniCell"
66,Ying-Ying Chang; Wei-Yao Wang; Wen-Chih Peng,"SeGA: Preference-Aware Self-Contrastive Learning with Prompts for Anomalous
User Detection on Twitter","In the dynamic and rapidly evolving world of social media, detecting
anomalous users has become a crucial task to address malicious activities such
as misinformation and cyberbullying. As the increasing number of anomalous
users improves the ability to mimic normal users and evade detection, existing
methods only focusing on bot detection are ineffective in terms of capturing
subtle distinctions between users. To address these challenges, we proposed
SeGA, preference-aware self-contrastive learning for anomalous user detection,
which leverages heterogeneous entities and their relations in the Twittersphere
to detect anomalous users with different malicious strategies. SeGA utilizes
the knowledge of large language models to summarize user preferences via posts.
In addition, integrating user preferences with prompts as pseudo-labels for
preference-aware self-contrastive learning enables the model to learn
multifaceted aspects for describing the behaviors of users. Extensive
experiments on the proposed TwBNT benchmark demonstrate that SeGA significantly
outperforms the state-of-the-art methods (+3.5\% ~ 27.6\%) and empirically
validate the effectiveness of the model design and pre-training strategies. Our
code and data are publicly available at https://github.com/ying0409/SeGA."
67,"Yuchen Su; Zhineng Chen; Zhiwen Shao; Yuning Du; Zhilong Ji; Jinfeng
Bai; Yong Zhou; Yu-Gang Jiang","LRANet: Towards Accurate and Efficient Scene Text Detection with Low-Rank
Approximation Network","Recently, regression-based methods, which predict parameterized text shapes
for text localization, have gained popularity in scene text detection. However,
the existing parameterized text shape methods still have limitations in
modeling arbitrary-shaped texts due to ignoring the utilization of
text-specific shape information. Moreover, the time consumption of the entire
pipeline has been largely overlooked, leading to a suboptimal overall inference
speed. To address these issues, we first propose a novel parameterized text
shape method based on low-rank approximation. Unlike other shape representation
methods that employ data-irrelevant parameterization, our approach utilizes
singular value decomposition and reconstructs the text shape using a few
eigenvectors learned from labeled text contours. By exploring the shape
correlation among different text contours, our method achieves consistency,
compactness, simplicity, and robustness in shape representation. Next, we
propose a dual assignment scheme for speed acceleration. It adopts a sparse
assignment branch to accelerate the inference speed, and meanwhile, provides
ample supervised signals for training through a dense assignment branch.
Building upon these designs, we implement an accurate and efficient
arbitrary-shaped text detector named LRANet. Extensive experiments are
conducted on several challenging benchmarks, demonstrating the superior
accuracy and efficiency of LRANet compared to state-of-the-art methods. Code is
available at: \url{https://github.com/ychensu/LRANet.git}"
68,Yanzuo Lu; Meng Shen; Andy J Ma; Xiaohua Xie; Jian-Huang Lai,"MLNet: Mutual Learning Network with Neighborhood Invariance for Universal
Domain Adaptation","Universal domain adaptation (UniDA) is a practical but challenging problem,
in which information about the relation between the source and the target
domains is not given for knowledge transfer. Existing UniDA methods may suffer
from the problems of overlooking intra-domain variations in the target domain
and difficulty in separating between the similar known and unknown class. To
address these issues, we propose a novel Mutual Learning Network (MLNet) with
neighborhood invariance for UniDA. In our method, confidence-guided invariant
feature learning with self-adaptive neighbor selection is designed to reduce
the intra-domain variations for more generalizable feature representation. By
using the cross-domain mixup scheme for better unknown-class identification,
the proposed method compensates for the misidentified known-class errors by
mutual learning between the closed-set and open-set classifiers. Extensive
experiments on three publicly available benchmarks demonstrate that our method
achieves the best results compared to the state-of-the-arts in most cases and
significantly outperforms the baseline across all the four settings in UniDA.
Code is available at https://github.com/YanzuoLu/MLNet."
69,"Kezheng Xiong; Maoji Zheng; Qingshan Xu; Chenglu Wen; Siqi Shen;
Cheng Wang","SPEAL: Skeletal Prior Embedded Attention Learning for Cross-Source Point
Cloud Registration","Point cloud registration, a fundamental task in 3D computer vision, has
remained largely unexplored in cross-source point clouds and unstructured
scenes. The primary challenges arise from noise, outliers, and variations in
scale and density. However, neglected geometric natures of point clouds
restricts the performance of current methods. In this paper, we propose a novel
method termed SPEAL to leverage skeletal representations for effective learning
of intrinsic topologies of point clouds, facilitating robust capture of
geometric intricacy. Specifically, we design the Skeleton Extraction Module to
extract skeleton points and skeletal features in an unsupervised manner, which
is inherently robust to noise and density variances. Then, we propose the
Skeleton-Aware GeoTransformer to encode high-level skeleton-aware features. It
explicitly captures the topological natures and inter-point-cloud skeletal
correlations with the noise-robust and density-invariant skeletal
representations. Next, we introduce the Correspondence Dual-Sampler to
facilitate correspondences by augmenting the correspondence set with skeletal
correspondences. Furthermore, we construct a challenging novel large-scale
cross-source point cloud dataset named KITTI CrossSource for benchmarking
cross-source point cloud registration methods. Extensive quantitative and
qualitative experiments are conducted to demonstrate our approach's superiority
and robustness on both cross-source and same-source datasets. To the best of
our knowledge, our approach is the first to facilitate point cloud registration
with skeletal geometric priors."
70,Yufeng Huang; Jiji Tang; Zhuo Chen; Rongsheng Zhang; Xinfeng Zhang; Weijie Chen; Zeng Zhao; Zhou Zhao; Tangjie Lv; Zhipeng Hu; Wen Zhang,Structure-CLIP: Towards Scene Graph Knowledge to Enhance Multi-Modal Structured Representations,"Large-scale vision-language pre-training has achieved significant performance
in multi-modal understanding and generation tasks. However, existing methods
often perform poorly on image-text matching tasks that require structured
representations, i.e., representations of objects, attributes, and relations.
As illustrated in Fig.~reffig:case (a), the models cannot make a distinction
between ``An astronaut rides a horse"" and ``A horse rides an astronaut"". This
is because they fail to fully leverage structured knowledge when learning
representations in multi-modal scenarios. In this paper, we present an
end-to-end framework Structure-CLIP, which integrates Scene Graph Knowledge
(SGK) to enhance multi-modal structured representations. Firstly, we use scene
graphs to guide the construction of semantic negative examples, which results
in an increased emphasis on learning structured representations. Moreover, a
Knowledge-Enhance Encoder (KEE) is proposed to leverage SGK as input to further
enhance structured representations. To verify the effectiveness of the proposed
framework, we pre-train our model with the aforementioned approaches and
conduct experiments on downstream tasks. Experimental results demonstrate that
Structure-CLIP achieves state-of-the-art (SOTA) performance on VG-Attribution
and VG-Relation datasets, with 12.5% and 4.1% ahead of the multi-modal SOTA
model respectively. Meanwhile, the results on MSCOCO indicate that
Structure-CLIP significantly enhances the structured representations while
maintaining the ability of general representations. Our code is available at
https://github.com/zjukg/Structure-CLIP."
71,"Yuhua Jiang; Qihan Liu; Xiaoteng Ma; Chenghao Li; Yiqin Yang; Jun Yang;
Bin Liang; Qianchuan Zhao",Learning Diverse Risk Preferences in Population-Based Self-Play,"Among the great successes of Reinforcement Learning (RL), self-play
algorithms play an essential role in solving competitive games. Current
self-play algorithms optimize the agent to maximize expected win-rates against
its current or historical copies, making it often stuck in the local optimum
and its strategy style simple and homogeneous. A possible solution is to
improve the diversity of policies, which helps the agent break the stalemate
and enhances its robustness when facing different opponents. However, enhancing
diversity in the self-play algorithms is not trivial. In this paper, we aim to
introduce diversity from the perspective that agents could have diverse risk
preferences in the face of uncertainty. Specifically, we design a novel
reinforcement learning algorithm called Risk-sensitive Proximal Policy
Optimization (RPPO), which smoothly interpolates between worst-case and
best-case policy learning and allows for policy learning with desired risk
preferences. Seamlessly integrating RPPO with population-based self-play,
agents in the population optimize dynamic risk-sensitive objectives with
experiences from playing against diverse opponents. Empirical results show that
our method achieves comparable or superior performance in competitive games and
that diverse modes of behaviors emerge. Our code is public online at
\url{https://github.com/Jackory/RPBT}."
72,Henrique Morimitsu; Xiaobin Zhu; Xiangyang Ji; Xu-Cheng Yin,Recurrent Partial Kernel Network for Efficient Optical Flow Estimation,"We propose a novel end-to-end deep architecture for face landmark detection,
based on a deep convolutional and deconvolutional network followed by carefully
designed recurrent network structures. The pipeline of this architecture
consists of three parts. Through the first part, we encode an input face image
to resolution-preserved deconvolutional feature maps via a deep network with
stacked convolutional and deconvolutional layers. Then, in the second part, we
estimate the initial coordinates of the facial key points by an additional
convolutional layer on top of these deconvolutional feature maps. In the last
part, by using the deconvolutional feature maps and the initial facial key
points as input, we refine the coordinates of the facial key points by a
recurrent network that consists of multiple Long-Short Term Memory (LSTM)
components. Extensive evaluations on several benchmark datasets show that the
proposed deep architecture has superior performance against the
state-of-the-art methods."
73,Haoan Wang; Shilong Jia; Tieyong Zeng; Guixu Zhang; Zhi Li,Triple Feature Disentanglement for One-Stage Adaptive Object Detection,"Tagging based relational triple extraction methods are attracting growing
research attention recently. However, most of these methods take a
unidirectional extraction framework that first extracts all subjects and then
extracts objects and relations simultaneously based on the subjects extracted.
This framework has an obvious deficiency that it is too sensitive to the
extraction results of subjects. To overcome this deficiency, we propose a
bidirectional extraction framework based method that extracts triples based on
the entity pairs extracted from two complementary directions. Concretely, we
first extract all possible subject-object pairs from two paralleled directions.
These two extraction directions are connected by a shared encoder component,
thus the extraction features from one direction can flow to another direction
and vice versa. By this way, the extractions of two directions can boost and
complement each other. Next, we assign all possible relations for each entity
pair by a biaffine model. During training, we observe that the share structure
will lead to a convergence rate inconsistency issue which is harmful to
performance. So we propose a share-aware learning mechanism to address it. We
evaluate the proposed model on multiple benchmark datasets. Extensive
experimental results show that the proposed model is very effective and it
achieves state-of-the-art results on all of these datasets. Moreover,
experiments show that both the proposed bidirectional extraction framework and
the share-aware learning mechanism have good adaptability and can be used to
improve the performance of other tagging based methods. The source code of our
work is available at: https://github.com/neukg/BiRTE."
74,Duolikun Danier; Fan Zhang; David Bull,LDMVFI: Video Frame Interpolation with Latent Diffusion Models,"Existing works on video frame interpolation (VFI) mostly employ deep neural
networks that are trained by minimizing the L1, L2, or deep feature space
distance (e.g. VGG loss) between their outputs and ground-truth frames.
However, recent works have shown that these metrics are poor indicators of
perceptual VFI quality. Towards developing perceptually-oriented VFI methods,
in this work we propose latent diffusion model-based VFI, LDMVFI. This
approaches the VFI problem from a generative perspective by formulating it as a
conditional generation problem. As the first effort to address VFI using latent
diffusion models, we rigorously benchmark our method on common test sets used
in the existing VFI literature. Our quantitative experiments and user study
indicate that LDMVFI is able to interpolate video content with favorable
perceptual quality compared to the state of the art, even in the
high-resolution regime. Our code is available at
https://github.com/danier97/LDMVFI."
